sale_id,branch,city,customer_type,gender,product_name,product_category,unit_price,quantity,tax,total_price,reward_points
977,A,Chicago,Member,Female,Apple,"Personal Care",15.18,7,7.44,113.70,11
978,B,"Los Angeles",Member,Male,Notebook,Fruits,2.04,10,1.43,21.83,2
979,A,Chicago,Member,Female,"Orange Juice",Fruits,18.34,13,16.69,255.11,25
980,B,"Los Angeles",Normal,Male,"Orange Juice",Beverages,1.09,8,0.61,9.33,0
981,A,"New York",Member,Male,Shampoo,Fruits,17.56,16,19.67,300.63,30
982,A,Chicago,Member,Male,Apple,Stationery,1.23,1,0.09,1.32,0
983,A,Chicago,Normal,Female,Apple,"Personal Care",8.02,9,5.05,77.23,0
984,B,"Los Angeles",Member,Female,"Orange Juice",Fruits,11.14,2,1.56,23.84,2
985,A,Chicago,Member,Male,Shampoo,Household,20.96,2,2.93,44.85,4
986,A,"New York",Member,Male,"Orange Juice","Personal Care",6.85,19,9.11,139.26,13
987,A,"New York",Normal,Male,Apple,Fruits,2.31,19,3.07,46.96,0
988,A,"New York",Member,Female,Apple,Stationery,11.35,9,7.15,109.30,10
989,B,"Los Angeles",Member,Female,Shampoo,Beverages,10.49,9,6.61,101.02,10
990,A,Chicago,Member,Female,Notebook,Stationery,5.67,10,3.97,60.67,6
991,A,Chicago,Normal,Female,Detergent,Stationery,8.18,1,0.57,8.75,0
992,A,"New York",Normal,Male,Notebook,Household,11.33,9,7.14,109.11,0
993,A,"New York",Normal,Female,Apple,Stationery,4.59,19,6.10,93.31,0
994,A,"New York",Normal,Female,"Orange Juice","Personal Care",5.16,13,4.70,71.78,0
995,A,"New York",Member,Male,Notebook,"Personal Care",6.60,5,2.31,35.31,3
996,A,"New York",Member,Female,Shampoo,Stationery,1.55,11,1.19,18.24,1
997,A,"New York",Member,Male,Detergent,"Personal Care",2.44,7,1.20,18.28,1
998,A,"New York",Member,Female,Shampoo,Stationery,17.92,2,2.51,38.35,3
999,A,"New York",Member,Female,Shampoo,Beverages,17.41,4,4.87,74.51,7
1000,A,"New York",Normal,Male,"Orange Juice",Stationery,4.11,4,1.15,17.59,0
